light,ax,ay,az,gx,gy,gz,label
4097,-0.2441,-0.0117,0.9764,-0.2441,0.1221,-0.061,brightlight
4097,-0.2451,-0.0112,0.9753,-0.3662,0.1831,-0.3662,brightlight
4097,-0.2454,-0.0103,0.9756,-0.3052,0.1831,-0.1831,brightlight
4097,-0.2456,-0.0073,0.9751,-0.2441,0.1831,-0.1221,brightlight
4097,-0.2456,-0.0115,0.9741,-0.2441,0,-0.4272,brightlight
4097,-0.2451,-0.0114,0.9752,-0.2441,0.1831,-0.4883,brightlight
4097,-0.2463,-0.0114,0.9742,-0.3662,0.1831,0.2441,brightlight
4097,-0.2445,-0.0125,0.976,-0.1831,-0.061,-0.7324,brightlight
4097,-0.2455,-0.009,0.9764,-0.1831,0.4272,-0.4883,brightlight
4097,-0.2455,-0.0103,0.9745,-0.2441,0.3052,-0.4883,brightlight
4097,-0.2451,-0.0122,0.9773,-0.3052,0.3052,-0.061,brightlight
4097,-0.2457,-0.0101,0.9755,-0.3662,0.2441,0.1831,brightlight
4097,-0.2457,-0.009,0.9762,-0.3662,0.2441,-0.061,brightlight
4097,-0.2452,-0.0098,0.9766,-0.3052,0.3052,-0.061,brightlight
4097,-0.2457,-0.0123,0.9739,-0.1831,-0.1221,-0.5493,brightlight
4097,-0.2446,-0.0114,0.9751,-0.2441,0.1221,-0.3662,brightlight
4097,-0.2458,-0.0117,0.9752,-0.3662,0.1831,0.061,brightlight
4097,-0.2439,-0.0111,0.9769,-0.3052,0.1831,-0.1831,brightlight
4097,-0.2437,-0.0103,0.976,-0.2441,0.2441,-0.061,brightlight
4097,-0.245,-0.0115,0.9746,-0.3052,0.2441,-0.061,brightlight
4097,-0.2445,-0.0116,0.9752,-0.3052,0.2441,-0.2441,brightlight
4097,-0.2452,-0.0111,0.9734,-0.3052,0,-0.1831,brightlight
4097,-0.2441,-0.0105,0.9763,-0.3052,0.3052,0.1221,brightlight
4097,-0.2452,-0.0103,0.9751,-0.2441,0.061,-0.1831,brightlight
4097,-0.2452,-0.0112,0.9758,-0.3662,0.2441,-0.3052,brightlight
4097,-0.2444,-0.0114,0.9757,-0.3052,-0.061,0,brightlight
4097,-0.244,-0.0111,0.9752,-0.2441,0.1221,-0.1221,brightlight
4097,-0.2451,-0.0103,0.9749,-0.2441,0.3052,0,brightlight
4097,-0.2451,-0.0107,0.9757,-0.3052,0.1831,-0.3052,brightlight
4097,-0.2449,-0.0093,0.9745,-0.1221,0.2441,-0.3052,brightlight
4097,-0.2451,-0.0094,0.9747,-0.3052,0.2441,-0.061,brightlight
4097,-0.2443,-0.01,0.9756,-0.3052,0.1221,-0.4272,brightlight
4097,-0.2446,-0.0111,0.9769,-0.3662,0.1221,-0.061,brightlight
4097,-0.2439,-0.0094,0.9762,-0.3662,0.1221,-0.1831,brightlight
4097,-0.2456,-0.0109,0.9727,-0.3052,0.1221,-0.1221,brightlight
4097,-0.245,-0.0117,0.974,-0.2441,0.1221,-0.4272,brightlight
